author,comment,likes,publishedAt,clean_comment,vader,neg,neu,pos,compound,sentiment
@PiyushYadav-533,2024-2025 attendance here<br>👇👇👇👇,1,2024-10-06T04:53:42Z,attendance herebr,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@luckysuryavanshi1156,❤,1,2024-10-05T18:52:52Z,,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.0,0.192,0.808,0.6369,positive
@TuhinMandalo8x,Struggle 💫 <br>Anyone 2024....2025🎉,6,2024-10-05T12:09:29Z,struggle branyone,"{'neg': 0.424, 'neu': 0.303, 'pos': 0.273, 'compound': -0.128}",0.424,0.303,0.273,-0.128,negative
@Asiaticperson,2023 me fail <br>2024 me fail <br>2025 ki taiyyari kar rha hu,5,2024-10-05T11:40:16Z,me fail br me fail br ki taiyyari kar rha hu,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.7906}",0.412,0.588,0.0,-0.7906,negative
@Deepakrajput-wq7fc,Thank you sir,1,2024-10-04T14:18:15Z,thank you sir,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.0,0.444,0.556,0.3612,positive
@Greatkaran,2026-2027 batch,1,2024-10-04T05:58:47Z,batch,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Knowledgehubofficial242,Manganese is Mn ..🙂👍,1,2024-10-02T19:39:57Z,manganese is mn,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.4033}",0.0,0.747,0.253,0.4033,positive
@KidsLow934,Main arts student hu. Or dhek rha hun,2,2024-10-02T14:18:55Z,main arts student hu or dhek rha hun,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@PathanBushra-w8c,Sir bahut achae sae samaj padh rahi hae,2,2024-10-02T13:58:50Z,sir bahut achae sae samaj padh rahi hae,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@ToshikTalmale-y6r,Attendance class 11th 2024-2025 batch,2,2024-10-02T12:42:30Z,attendance class th batch,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Trustmeofficial0,attend 90% cracker student 🫢🫢,3,2024-10-02T11:20:22Z,attend cracker student,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@PujaSingh-kr2ei,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2596"">43:16</a>",1,2024-10-02T08:05:15Z,a href,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@AnandSharma-o7p,2024-25 attendance here,2,2024-10-02T07:11:57Z,attendance here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@EditzAurra,My result 93.1% in class 10th,1,2024-10-02T06:48:54Z,my result in class th,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@PwRhushi,Hello guys i have 1 question is this jee or state state board . I am thinking its jee syllabus,1,2024-10-01T17:57:21Z,hello guys i have question is this jee or state state board i am thinking its jee syllabus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@gauravpunjabi2140,Attendance class 11 batch 2025-26&gt;&gt;&gt;&gt;&gt;&gt;&gt;,1,2024-10-01T17:03:50Z,attendance class batch gtgtgtgtgtgtgt,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Sanatandaharma,Kon kon sept 1 ko dekh rha h 😂,0,2024-10-01T11:15:33Z,kon kon sept ko dekh rha h,"{'neg': 0.114, 'neu': 0.659, 'pos': 0.228, 'compound': 0.4404}",0.114,0.659,0.228,0.4404,positive
@AryanShukla-v4b,Attendance please Jo September mein dekha hai Ye Video 😅2024_2025,23,2024-09-30T06:02:43Z,attendance please jo september mein dekha hai ye video,"{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.5859}",0.0,0.696,0.304,0.5859,positive
@RajendraPrasad-lz1zq,Class 10th ka kon bachha dekh raha hai😊,1,2024-09-28T12:04:18Z,class th ka kon bachha dekh raha hai,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.7184}",0.0,0.647,0.353,0.7184,positive
@Shruti_0126,78present,2,2024-09-28T09:16:40Z,present,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Shruti_0126,Yes,0,2024-09-28T09:15:10Z,yes,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.0,0.0,1.0,0.4019,positive
@angelsings6773,"Thank you, sir",0,2024-09-28T08:16:38Z,thank you sir,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.0,0.444,0.556,0.3612,positive
@zurg4052,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=746"">12:26</a>  sar ke pass Nokia company ka mobile hai😅😅",0,2024-09-26T20:57:21Z,a href sar ke pass nokia company ka mobile hai,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.6124}",0.0,0.762,0.238,0.6124,positive
@TShiv-ux9zt,2024 m dkhne vle ❤,1,2024-09-26T18:09:05Z,m dkhne vle,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.0,0.543,0.457,0.6369,positive
@AayushiDhurve,Thank you sir!❤️✨,1,2024-09-26T16:31:30Z,thank you sir,"{'neg': 0.0, 'neu': 0.44, 'pos': 0.56, 'compound': 0.6239}",0.0,0.44,0.56,0.6239,positive
@RupamDas-jl5mo,Attendence class 11 th 2024 and 2025,1,2024-09-26T14:11:47Z,attendence class th and,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Saydsarfrazali,Attendence  September  2024 😊,6,2024-09-25T10:05:44Z,attendence september,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.7184}",0.0,0.5,0.5,0.7184,positive
@simran_kalwa_anm,Class 12th wale kon kon h 😂😂😂,4,2024-09-24T18:39:13Z,class th wale kon kon h,"{'neg': 0.178, 'neu': 0.467, 'pos': 0.355, 'compound': 0.8271}",0.178,0.467,0.355,0.8271,positive
@ZeRo_GaMiN_g,2024-2025 batch subscribe here plzz 😢,2,2024-09-24T15:57:17Z,batch subscribe here plzz,"{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.4767}",0.341,0.659,0.0,-0.4767,negative
@RehanaKhan-b9j,2025-26??,0,2024-09-24T14:24:24Z,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@bittusingh9565,Is there is some one who got less than 55% in class 10th ..<br>Than also himmat na haar ky science leky PCB mein padh raha hai like me..<br>Because i got 53%..,1,2024-09-24T13:41:33Z,is there is some one who got less than in class th brthan also himmat na haar ky science leky pcb mein padh raha hai like mebrbecause i got,"{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.3612}",0.0,0.923,0.077,0.3612,positive
@radhagupta6,Class 9th attendance,1,2024-09-24T10:34:42Z,class th attendance,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Atulmishra-k1r,Thanks sir maine aap ke wajah se chemistry me 50/48 number gain kiya😊😊😊🎉,2,2024-09-23T17:03:59Z,thanks sir maine aap ke wajah se chemistry me number gain kiya,"{'neg': 0.0, 'neu': 0.414, 'pos': 0.586, 'compound': 0.9783}",0.0,0.414,0.586,0.9783,positive
@kamboz_gaming_77,Sir 6 years phle app khud pdhate the or aj app ke niche kitne teacher h <br>Love u sir❤❤,2,2024-09-23T15:50:47Z,sir years phle app khud pdhate the or aj app ke niche kitne teacher h brlove u sir,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.8555}",0.0,0.714,0.286,0.8555,positive
@LovishKimar,25 ko chemistry ka exam half yearly or aaj dekh rhi hu 23 ko,3,2024-09-23T13:00:35Z,ko chemistry ka exam half yearly or aaj dekh rhi hu ko,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@vijaykambojkamboj8373,Who gets 90+percent in class 10,4,2024-09-23T09:57:48Z,who gets percent in class,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@NIHARIKA-g4z,Neet 2026 aspirants attendance here 👇🏻💗,3,2024-09-23T04:18:19Z,neet aspirants attendance here,"{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.7096}",0.0,0.67,0.33,0.7096,positive
@Lihasainolac,Who get more than 96% in 10 class i,2,2024-09-23T02:15:10Z,who get more than in class i,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@AnkushYadav-e8f1y,Kon kon 2024 me dekh raha hai❤,2,2024-09-22T23:55:47Z,kon kon me dekh raha hai,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.0,0.656,0.344,0.6369,positive
@FactsMedia11,400:2,0,2024-09-22T17:00:42Z,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@SamadhanGite-x3i,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1230"">20:30</a>",0,2024-09-22T16:28:48Z,a href,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@FactsMedia11,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1202"">20:02</a>",0,2024-09-22T08:57:01Z,a href,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@FactsMedia11,20:9,0,2024-09-22T08:55:32Z,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@yadav1522,76%❤,0,2024-09-22T05:31:03Z,,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.0,0.323,0.677,0.6369,positive
@preetichaubey9753,One day before exam🥺😣😩,2,2024-09-21T19:02:21Z,one day before exam,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}",0.189,0.811,0.0,-0.2732,negative
@khushdeepkaur12,22 September 2024❤,4,2024-09-21T18:34:13Z,september,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.0,0.488,0.512,0.6369,positive
@rishikeshoncrazy8010,21 September 2024,1,2024-09-21T17:55:44Z,september,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@SwatiDigari,2024 sep reporting 😂,2,2024-09-21T17:51:17Z,sep reporting,"{'neg': 0.162, 'neu': 0.513, 'pos': 0.325, 'compound': 0.4404}",0.162,0.513,0.325,0.4404,positive
@_Utechpro_,Still useful after 6 years 😮,1,2024-09-21T16:18:57Z,still useful after years,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",0.0,0.734,0.266,0.4404,positive
@Prashikamble,Kon kon 2024 se he aur arjuna 1.0 batch se kon kon he,0,2024-09-21T15:56:20Z,kon kon se he aur arjuna batch se kon kon he,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@ShivaSingh2544-l3z,Neet 2025 ❤,0,2024-09-21T14:07:02Z,neet,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.0,0.417,0.583,0.6369,positive
@_Utechpro_,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=523"">8:43</a> <br>Sir lest dono ko add krke product ka sum equal hi hoga to directly 1.5+x=4.4+2.7<br>Se bhi kr skte h?",0,2024-09-21T13:16:46Z,a href brsir lest dono ko add krke product ka sum equal hi hoga to directly xbrse bhi kr skte h,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@MATHSBEAM,Nice class,0,2024-09-21T09:36:55Z,nice class,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.0,0.263,0.737,0.4215,positive
@antaripdas7566,Kon kon xm ke just age dekh raha hai😅,2,2024-09-21T06:38:22Z,kon kon xm ke just age dekh raha hai,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}",0.0,0.828,0.172,0.3612,positive
@madhavyadav.753,Pw को कोई सपोर्ट मत करो ये बच्चो के साथ गलत करते है एक बार बैच खरीदवाने के बाद पैसे वापस नही करते है • और पैसे लेने के लिए फोन लगाओगे फोन भी नही लगेगा ऐसा कर देते है मुझे मेरे पैसे की जरूरत है<br><br>मैं रो रहा हु इनकी बैच लेके क्यो की मुझे समझ भी नही रहा था तो मैंने पैसे वापस लेने के लिए फोन किया था केवल एक बार इन्होंने उठाया था जब मैने पैसा माग तो दुबारा इन्होंने ऐसे कर की मेरा फोन ही नही लगते<br><br>जब तुम इनका इस्कोलर सिप के लिए इनके एप्प पर अपना फोन नंबर रजिस्टर करोगे तो ये लोग उसी के माध्यम से बार बार फोन करेगे तुम मेरे यह ये बैच खरीद लो वो बैच खरीद लो बोल के आपसे बैच खरीदवाते है फिर दुबारा फोन नही उठाते किसी भी काम के लिए😢,0,2024-09-20T17:03:24Z,pw brbr brbr,"{'neg': 0.021, 'neu': 0.979, 'pos': 0.0, 'compound': -0.4767}",0.021,0.979,0.0,-0.4767,negative
@JuneReyes-o6y,Austyn Squares,1,2024-09-20T06:14:58Z,austyn squares,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Youtuberanshji,87% class 10th 👈👈👈👈,1,2024-09-20T00:40:22Z,class th,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@rockathay5398,Some one today start chemistry,6,2024-09-19T16:35:16Z,some one today start chemistry,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@hk.sobhityt5724,It,0,2024-09-19T15:22:50Z,it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Nav-h1x,I am going to munil sir channel 😊😅😢,0,2024-09-19T15:07:35Z,i am going to munil sir channel,"{'neg': 0.121, 'neu': 0.547, 'pos': 0.332, 'compound': 0.6597}",0.121,0.547,0.332,0.6597,positive
@anujsarswat764,Me hu❤,1,2024-09-19T14:27:14Z,me hu,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.0,0.417,0.583,0.6369,positive
@AmanPatel-ox1ju,2026,0,2024-09-18T18:10:23Z,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Adi.k2206,👋🏼,0,2024-09-18T14:06:44Z,,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4939}",0.0,0.556,0.444,0.4939,positive
@armaan_06,18 September sa padhai suru karna wale&gt;&gt;&gt;&gt;❤,35,2024-09-18T13:22:26Z,september sa padhai suru karna walegtgtgtgt,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.0,0.656,0.344,0.6369,positive
@EliteTech777,Here,2,2024-09-18T12:56:22Z,here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@THAKUR_ASHISH_0001,99.99% in 10th 2024,0,2024-09-18T08:09:53Z,in th,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@useryoutube52,2025❤,0,2024-09-17T19:24:37Z,,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.0,0.323,0.677,0.6369,positive
@RakeshKumar-fp5qv,Hay sir,0,2024-09-17T15:42:27Z,hay sir,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@maabijali7727,Sir I read in class 7 I didn&#39;t understand  what is Radical,0,2024-09-17T12:24:19Z,sir i read in class i didnt understand what is radical,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@avaeva6327,"Kis kis ko lagta hai ki maa ke pairo me chappal hoti hai ,❤🙏🙏🙏🙏🙏🙏",2,2024-09-16T19:35:50Z,kis kis ko lagta hai ki maa ke pairo me chappal hoti hai,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.6369}",0.0,0.865,0.135,0.6369,positive
@TechnoShorts-h7l,Meet un 11 class,2,2024-09-15T10:53:50Z,meet un class,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Lakshya__Point,😊,2,2024-09-15T05:04:52Z,,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.7184}",0.0,0.333,0.667,0.7184,positive
@uttkarshbhimkaruttkarshbhimkar,class 11th  2024 and 25 ‍🔥‍🔥<br>all the best for 11th and 12th👇👇,5,2024-09-14T15:37:31Z,class th and brall the best for th and th,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.6369}",0.0,0.833,0.167,0.6369,positive
@Udaan-j7i,Jjhejjh,1,2024-09-14T15:15:03Z,jjhejjh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Siddhartha-w7v,How to balance equation,2,2024-09-14T14:36:48Z,how to balance equation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@ShekharSingh-s5z,Jinhe class mein samajh nhi aaya wo yaha hai 👇,3,2024-09-14T03:36:59Z,jinhe class mein samajh nhi aaya wo yaha hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@anaina359,Attendance please class 11th 2024-25 batch raise your hand 😊,7,2024-09-13T15:29:01Z,attendance please class th batch raise your hand,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.8885}",0.0,0.465,0.535,0.8885,positive
@moinahmaD098,9.01 are sir 4.4+2.7g ko minus krdo 1.5 se simple😬,0,2024-09-13T15:26:02Z,are sir g ko minus krdo se simple,"{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.34}",0.179,0.821,0.0,-0.34,negative
@haseebmalik7504,Kon kon 13 sep mai dkh rha hai,1,2024-09-13T07:33:14Z,kon kon sep mai dkh rha hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@RitikaSingh-wf2un,Yesa koi hai jo jac se 10th kiya ho aur aaj science padh rha hai 😢,0,2024-09-13T05:13:10Z,yesa koi hai jo jac se th kiya ho aur aaj science padh rha hai,"{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.4767}",0.162,0.838,0.0,-0.4767,negative
@JAFRID-m,Attendance here class 11th 2028-29,1,2024-09-13T03:52:24Z,attendance here class th,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@seema_manoj_negi,One like for kahna ji🙏,3,2024-09-12T14:17:41Z,one like for kahna ji,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.0,0.706,0.294,0.3612,positive
@youbefitindia,Watching this After graduation 😅 2024,2,2024-09-12T09:47:08Z,watching this after graduation,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",0.0,0.762,0.238,0.3612,positive
@125sarthak,Kyu nhi ho rhi hai padhai 😂,1,2024-09-12T07:03:08Z,kyu nhi ho rhi hai padhai,"{'neg': 0.129, 'neu': 0.612, 'pos': 0.259, 'compound': 0.4404}",0.129,0.612,0.259,0.4404,positive
@mukeshsinha4214,2024-2025😅,1,2024-09-11T17:43:18Z,,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.0,0.615,0.385,0.3612,positive
@k-dramaaddicted-y6c,2024-2025😅,2,2024-09-11T14:57:55Z,,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.0,0.615,0.385,0.3612,positive
@Ayushkumar_55k-89,ICSE Board walo Like karke dikhao !!!,3,2024-09-11T09:45:08Z,icse board walo like karke dikhao,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.5229}",0.0,0.64,0.36,0.5229,positive
@BasudevGupta-p7v,ooo,0,2024-09-11T06:58:15Z,ooo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@AryaMittal-j4i,Attendance class 11th 2024-25❤,0,2024-09-10T16:43:12Z,attendance class th,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.0,0.543,0.457,0.6369,positive
@Tagorestudypoint,Omg ye 6 year ago ki hai video wow sir amazing 🤩🎉✌🏻👀🤗,2,2024-09-10T15:54:18Z,omg ye year ago ki hai video wow sir amazing,"{'neg': 0.0, 'neu': 0.511, 'pos': 0.489, 'compound': 0.946}",0.0,0.511,0.489,0.946,positive
@KamalaBudha-cv2jf,❤❤here😊😊,0,2024-09-10T09:37:17Z,here,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.9451}",0.0,0.357,0.643,0.9451,positive
@Anchaluncuts,Sir ke 5 vedio dale hai youtube pr<br> Un 5 vedio me sare concepts cover hai ???? Can anyone plz tell me,0,2024-09-10T05:27:17Z,sir ke vedio dale hai youtube prbr un vedio me sare concepts cover hai can anyone plz tell me,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.3094}",0.0,0.903,0.097,0.3094,positive
@AfzalMohammad-cr2tj,Maa chod rkhi chemistry ne,1,2024-09-10T03:39:29Z,maa chod rkhi chemistry ne,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@SarojKushwaha-o6i,🙋‍♀️🙋‍♀️🙋‍♀️ preasent,0,2024-09-09T16:06:23Z,preasent,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Radharani89537,Han bhai 7/2 kha se aaya,0,2024-09-09T14:19:04Z,han bhai kha se aaya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@SujalkathayatSujal,Hlo,0,2024-09-09T14:08:13Z,hlo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@RajbharankitRajbharankit,Thank sir 👏,0,2024-09-09T10:10:45Z,thank sir,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.0,0.545,0.455,0.3612,positive
@Nikki-p6v,Attendance ❤Guys 11th 2024-2025 batch ❤😂....love PW ❤,1,2024-09-08T06:58:29Z,attendance guys th batch love pw,"{'neg': 0.082, 'neu': 0.558, 'pos': 0.361, 'compound': 0.8176}",0.082,0.558,0.361,0.8176,positive
@biologybeats1,🥹Sir u are the  besttttt person best teacher in the whole world🥹❤️,1,2024-09-07T12:08:41Z,sir u are the besttttt person best teacher in the whole world,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.6369}",0.0,0.756,0.244,0.6369,positive
@JituNikale-d6d,06 spt kon dekh raha hai,3,2024-09-06T06:46:34Z,spt kon dekh raha hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Dhurv_jaiswal1,Koi September me hai kya 😅😅,15,2024-09-05T19:25:59Z,koi september me hai kya,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.6124}",0.0,0.688,0.312,0.6124,positive
@kundankundankumar8978,Kya koi Bata sakta hai ki alakh Sar ke chemistry 11th aur Neet ke liye sufficient hai,2,2024-09-05T15:23:57Z,kya koi bata sakta hai ki alakh sar ke chemistry th aur neet ke liye sufficient hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@sankhaneerchakraborty9957,Skibididop,0,2024-09-05T13:19:27Z,skibididop,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@SwaggyBanda,Happy Teachers Day Sir ❤❤❤❤,1,2024-09-05T07:59:04Z,happy teachers day sir,"{'neg': 0.0, 'neu': 0.255, 'pos': 0.745, 'compound': 0.9702}",0.0,0.255,0.745,0.9702,positive
@Xyzsharma610,Avagadro hypothesis is cutted right?...pls tell,0,2024-09-05T07:49:30Z,avagadro hypothesis is cutted rightpls tell,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@tradoashu,Attendance 2025-2026,2,2024-09-05T03:37:00Z,attendance,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@vedharupesh6472,Hey hi guys,0,2024-09-05T03:13:04Z,hey hi guys,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@NaazNasreen-y7b,Dir bhut acha class laga,0,2024-09-05T03:02:06Z,dir bhut acha class laga,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Ayushdobhal.302,51 % 10,1,2024-09-04T23:50:14Z,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Furry1112,Attendance return after 2020,1,2024-09-04T11:36:04Z,attendance return after,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@SahilPreet-e6n,Law of mass,2,2024-09-04T05:28:29Z,law of mass,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@SahilPreet-e6n,Who get,2,2024-09-04T05:26:18Z,who get,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
