author,comment,likes,publishedAt
@atifkhan3357,Bhai class 11 ka chapter 9 hydrogen video apki nhi mil rhi,0,2022-09-17T10:27:56Z
@ChillZillaFun,"I think ,only I am watching this video in 2022🥺😭😭",7,2022-09-17T08:19:45Z
@dheerajofficialpabni7611,ｔｈｎｘ ｓｉｒ,0,2022-09-17T06:34:37Z
@studystudio7775,"@Study studio ...From tomorrow I&#39;m live from 12 clock.. let&#39;s do it guys we can  also do group study and yes we can help each other.....I&#39;m NEET aspirant I&#39;m here recording my journey as a NEET aspirants join me in this beautiful journey and think, this is very helpful method (study with me live sessions). this is a place, where we can study together for long hours in one sitting without any distraction and I&#39;m very sure I will learn some good study habits from you all.<br>Subscribe to my channel and be a part of this journey :) <br>Time table<br> SLOT1: <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=720"">12:00</a>-<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=90"">01:30</a><br>SLOT 2: <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=100"">01:40</a> - <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=190"">03:10</a><br>SLOT 3: <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=206"">03:26</a>-<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=290"">04:50</a><br>SLOT <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=14700"">4:05:00</a> - <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=390"">06:30</a> SNACKS BREAK<br>SLOTS: <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=420"">07:00</a> - <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=510"">08:30</a> SLOT <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=22120"">6:08:40</a>-<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=610"">10:10</a><br>DINNER BREAK<br>SLOT 7: <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=660"">11:00</a>-<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=90"">01:30</a><br> SLOT <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=28900"">8:01:40</a>-<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=190"">03:10</a>",0,2022-09-16T18:26:01Z
@Uzzee_18,Neet k liye dkh skte hain?,0,2022-09-16T16:12:41Z
@ankitpandayuk2298,Sir are you a great sir in our country,3,2022-09-16T10:56:36Z
@amtulmateen8389,Sir plzzzzzz biochemistry environmental chemistry industrial chemistry analytical chem bhi padha do plzzzz I am a Pakistani student aur yahan ek bhi Apke jaisa teacher nhi plzzzzzzz plzzzzz padha den,1,2022-09-16T02:25:00Z
@kartikthakur1372,"1 day before exam of chemistry ,terror of chemistry teacher 🤣🤣🤣",1,2022-09-15T23:31:10Z
@Bilal_Sayyed,Thank You so much sir 🌿🥀💝✨🤗,1,2022-09-15T14:47:46Z
@AkashKumar-kf9mh,Fact:nothing is basic in this chapter😂,2,2022-09-15T14:16:06Z
@poojarikhari3615,I am from Arjuna neet batch but still  now I am watching  this vedio for build my concepts because alakh sir I&#39;s  best ❤️🙂they teach very clearly... And  now I am completing my mid term slllaybus .of chemistry for alakh sir vedios . It&#39;s really amazing ❤️♥️🙏,13,2022-09-15T07:34:37Z
@Impedu.,Hello sir thanks you,1,2022-09-14T23:48:06Z
@dhruv7309,©👃©<br>   👅,1,2022-09-14T17:33:07Z
@nazbaloch9624,Thanks sir,0,2022-09-14T14:45:54Z
@samarnawab853,Sir me apse baat krna chata hu 😢😢🥹,0,2022-09-14T12:42:37Z
@leena.arora2808,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2137"">35:37</a>",0,2022-09-14T09:55:04Z
@playerxyz7444,Law of reciprocal proportion is there for NEET ?,1,2022-09-14T05:37:59Z
@payu_komu,Thank you🙏,1,2022-09-14T05:11:10Z
@Akkufreefire2017,Who is here in 2022 😂 ?,7,2022-09-14T01:14:55Z
@pryagraj_student_007,Bhai Instagram par gf yad kar rahe hay,0,2022-09-14T00:13:30Z
@ayushiraj9615,🙏🏻🙏🏻,0,2022-09-13T17:46:21Z
@ajitdikshit3455,Me here 5 days bfore exams<br>Like for alakh sir ♥️♥️♥️♥️,3,2022-09-13T16:51:21Z
@hridanshuagarwal3863,Naam toh badal lo sir<br>Physics wallah kyon rakha h <br>jab ki sab khuch pada te ho,2,2022-09-13T08:54:34Z
@Christian-songlyrics,Who r watching  his old videos  in 2022?🙋,8,2022-09-13T06:22:59Z
@SurajdeepSinghRathore,He is making the video... Noone is sitting in front of him... But still how he used to ask.. &#39;samajh aaya... Nhi aaya... Dekho Phir se dekho... Feel karate hai..&#39; is awesome... Humare school teacher ko aaj tak samjh nhi Aa paya ki hum sirf sar hila dete h usmein jata kuch nhi..... Or alakh sir video mein bhi bta dete h Kab samjh aayega Kab nhi... 😍🎉😊😇,1,2022-09-13T06:02:41Z
@oomezkapdi3744,"LAW OF CONSERVATION OF MASS <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=68"">1:08</a>    LAW OF DEFINITE PROPORTION <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=582"">9:42</a>      LAW OF MULTIPLE PROPORTION <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=982"">16:22</a>   LAW OF RECIPROCAL PROPORTION <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1632"">27:12</a>    GAY LUSSAC&#39;S  LAW FOR GASES <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2157"">35:57</a>   AVAGADRO&#39;S HYPOTHESIS <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2564"">42:44</a>",1063,2022-09-13T04:20:12Z
@manjitacreation2242,Words are not enough for explaining you!!,1,2022-09-13T02:06:20Z
@radheshyamsahu4838,Sir please make a oneshot video that covers all topic of chapter this video make study easy,0,2022-09-13T01:02:57Z
@frozen_editsz.01,Sir aap to chemistry vi pada te ho then only &quot;Physics wala&quot; nam kyu???,1,2022-09-12T15:46:21Z
@VASTAVMH13,आर चुतीये जे पुस्तकात आहे ते शिकव ना <br>मानच कश्याला सांगतो,0,2022-09-12T15:13:49Z
@_Sarcastic_Dude,Sir aap ki site open nahi ho rahi hai,0,2022-09-12T13:28:42Z
@honey.bear2482,Sir aap kitne lucky hai 😒😌,1,2022-09-12T11:42:09Z
@Pripsoffical,2022 anyone? ✌️,6,2022-09-12T02:58:30Z
@azzharuddinqureshi380,Best teacher ever,0,2022-09-11T16:22:36Z
@rishukumarpal,Sir mai 2023 me iitian bnke dikhaunga,0,2022-09-11T15:13:10Z
@user-bm1qr3ls6w,Sir I coming from future nd u becoming a india best teacher nd founder or physics wallah 😂😂,0,2022-09-11T15:01:14Z
@4priyanshupreet4,अलख सर का संघर्ष कोई नही भूल सकता है।😢,2,2022-09-11T10:56:38Z
@vedikakaithwas6493,Wow really in other channels teachers first introduced what is matter and there states but the teaching style of alakh sir is really different and I really enjoyed his lectures😃🥰🥰💞💞,5,2022-09-10T12:52:09Z
@srethulak3433,very helpfull 👨🏻👨🏻,1,2022-09-10T04:23:44Z
@mensgrom,Huge thanks 👀🙏🏻,1,2022-09-10T01:32:38Z
@ishikakapoor880,Thank-you sir you are one of the best teacher ❤ ♥ 💕,0,2022-09-09T18:47:37Z
@fakear936,Kal se exam&#39;s h 😂<br>Kuch nii aata socha pdd lu 😂,3,2022-09-09T15:53:21Z
@rajnishkumarrmt1327,Chemistry   is the super subject   so   very good   sir    🙏🙏🙏🙏🙏,0,2022-09-09T15:04:53Z
@teddy_0019,Ye 2022 k syllabus k hisab se h kya ?? Answer,0,2022-09-09T11:15:39Z
@King_Kohli_18-t5w,Very very nice sir 👌👍✌️👍,1,2022-09-09T04:10:13Z
@Gamexzones,Kon kon 12th class me 11th ka topic pad rha h 😁😁,1,2022-09-08T17:54:48Z
@srameshsramesh3214,"plz teach in english, all can understand",0,2022-09-08T14:47:25Z
@funnyassmiley,Sir kya aap maanoge ..merii company 8 hazaar carore kii hai 🥱🔥,1,2022-09-08T14:15:56Z
@shaikh2258,Bhai mai 8th me. Huuuu,0,2022-09-08T13:39:48Z
@hessamahmad8642,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/JAJ1XpGpJYnW8wTupZu4Cw""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/JAJ1XpGpJYnW8wTupZu4Cw""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/JAJ1XpGpJYnW8wTupZu4Cw""></a>",0,2022-09-08T11:25:03Z
@pawankhatri6955,The way he writes (tilted)  just to make us show clearly and properly 🥺🛐🛐🛐,1,2022-09-07T16:18:47Z
@gopalamajjada9100,study with interest u will get everything,1,2022-09-07T15:27:34Z
@akashthakur-vo4gm,Best of luck for jee neet,2,2022-09-07T13:31:59Z
@alibotron,W nuko gg fr EDT,0,2022-09-07T10:44:53Z
@nishit842,Thnekw sir❤,0,2022-09-07T07:37:54Z
@studiestoday3610,How&#39;s the josh all of you,1,2022-09-07T03:16:49Z
@ManishSharma-vw8fj,सिर्फ एक बढ़िया मोबाईल या कैमरा के दम पर  लोग कहां से कहां पहुंच जाते हैं. भले ही उनको हग के धोना न आता हो. <b>Strange but true</b>,1,2022-09-06T18:35:36Z
@sidratulmuntaha7034,Sir aap pakistani hain?,0,2022-09-06T17:57:15Z
@Kirito69-w7p,Hi,0,2022-09-06T15:59:48Z
@dhirajgupta2121,𝐻𝑜𝓌 𝓂𝒶𝓃𝓎 𝑜𝒻 𝓎𝑜𝓊 𝒶𝓇𝑒 𝒻𝓇𝑜𝓂 𝓊𝓅,0,2022-09-06T13:06:32Z
@namunehubpoint,Aakash wale on PW drop like here ❤️😁😁😅,2,2022-09-06T12:24:11Z
@shivambhoknal0812,Best of luck 11th students 🤣/jindhgi ho hai khatam,3,2022-09-06T00:12:34Z
@Mahendrasingh-ev3zl,Thanks sir❤️,0,2022-09-05T15:41:44Z
@montydas8601,Watching this video after 4years. But i was in 10th on that time.,0,2022-09-05T11:35:12Z
@aryu15847,I am having GAD (General Anxiety Disorder)I can&#39;t even study for asingle minute I cannot you can please study because I know the value of how studying normally feels but i can&#39;t<br>just trying......and trying<br>god bless all of you,5,2022-09-05T04:46:38Z
@adityakumarpradhan5425,THANK YOU SIR,0,2022-09-04T14:21:27Z
@Angelchristian_11,2022-2023 batch (alakh sir real power)👑❤️,2,2022-09-04T13:35:12Z
@afsanabegum961,Class 11  🤍2022-2023🖤🖤,2,2022-09-04T12:36:32Z
@ammoon07,We are those who have passed 12th and still had not understand this!!,2,2022-09-04T12:03:14Z
@jaatsarkar0007,Great salute  to those who watching 1 day before exam 🙌🙌🙌,0,2022-09-04T12:02:43Z
@TECH_EDGE10,Legends are watching video after 5 years 🤣🙄🙄,2,2022-09-04T10:55:19Z
@harshitchauhan6212,The video is getting viral that means children have started studying 😂🤣,2,2022-09-04T09:40:36Z
@DevRajSingh-xk6od,Aagya 😂😂😂chlo dekh lo,1,2022-09-03T09:31:01Z
@Glister-07rr,You have told we will get free lecture I have downloaded all video  and now it&#39;s unavailable,0,2022-09-02T20:10:47Z
@Glister-07rr,Sir my all download  video gone after that premium work this is not fair sir,0,2022-09-02T20:09:56Z
@shaon6553,I am from bangladesh. I have never seen a educational video got 15 millions views. It&#39;s awesome,3,2022-09-02T16:39:29Z
@rapunzel3025,"Best  explanation 👌, thanks for  this chapter 🙏  sir",1,2022-09-02T16:04:12Z
@TU_Abhishek,YAAR KOI VEELA HAI TO TIMELINE DAL DO,2,2022-09-02T13:39:40Z
@arpangamer3295,Opp sir😇😇😇😇😇,0,2022-09-02T13:34:36Z
@mdshadman731,Neet 2023,0,2022-09-02T12:04:41Z
@yrkkhbeauties1074,Sir aap apni 2 hour revision challenge video banaye hame exam se phele help hogi,0,2022-09-02T11:33:35Z
@Mister-k50,Anyone in 2022? ✌😂,1,2022-09-02T10:45:07Z
@techharshit336,Neet students here,1,2022-09-02T09:43:46Z
@Its_nawabganj_blogger_315,Keep silent Bach noises,0,2022-09-01T23:19:06Z
@anamthanker,Still watching this old vedio to clear my concept for neet 2023🧿,0,2022-09-01T19:48:07Z
@mitsaw6136,Legend can only teach legend....🙏💯,1,2022-09-01T14:01:26Z
@sachinyogi2123,Sir 11th agriculture bhi padhao na padhai sabke liye barabar hai .. You have not hate for agriculture 😭😭,0,2022-09-01T12:38:42Z
@someoneeluvsblacksweatymen,Thank you so much sir.... really this has been a great help. &lt;3<br>Keep it going sir.,8,2022-08-31T19:41:33Z
@Khanabdulmuqueet,Our hero,1,2022-08-31T16:13:28Z
@subashthapa5641,How the ethane mole is 0.05?please someone tell me,0,2022-08-31T15:31:31Z
@subashthapa5641,How does ethane mole in 0.005m,0,2022-08-31T15:31:12Z
@rudrapratapsinghchouhan7148,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=462"">7:42</a>",1,2022-08-31T15:18:34Z
@madbit01,it has been a long time since we met.,0,2022-08-31T14:39:35Z
@greencriminal6197,(Present )A day before exam 😂,0,2022-08-31T11:58:30Z
@ArpanHutait_WB,Thanks you sir ❤️🙏,0,2022-08-31T07:27:10Z
@singingalonewithnaseem5072,🤣🤣🤣🤣🤣,0,2022-08-31T04:28:10Z
@chahatsharma2477,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=747"">12:27</a> and <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=791"">13:11</a> it should be Magnesium in pronounciation as well.",3,2022-08-30T12:09:34Z
@bantusaxena6617,Bantu singh saxsana,1,2022-08-30T06:19:57Z
@mahansikherde8774,Sir,0,2022-08-29T19:47:58Z
@deepak.yadav.i,Pw vidyapeeth students ❤️,0,2022-08-29T16:54:18Z
@jiya_singh2179,I am in class 9th and I came here to study the chemistry of class +1 to teach the elder one of +1 and one more think for the people which are reading the comments I want to say that I am not doing show off okay 👍🏻🙂,3,2022-08-29T14:40:23Z
@shubham.londhe,Legends watching in 2022 😎,4,2022-08-29T06:08:26Z
@supravamunee,Acha nhi ha,0,2022-08-28T14:34:56Z
@yashpandey4010,"Mere to smjha nhi aa rha ye yr.kuch bhii koi aur hai mere jesa ....  ..mtlb smjha rha per aa nhi rha mere ko .yrr.,😟😖",0,2022-08-28T14:30:22Z
@ayusharyan3900,Nice,0,2022-08-28T08:39:37Z
@naynageorge6440,♥️💥,1,2022-08-26T20:33:50Z
@saifgaming1105,Nice,0,2022-08-26T16:27:34Z
@bandanajoshi3846,Best of luch all student in study to class 11 science because if  you are study science  laborious  many chance of your goal is success in your  life👍👍👍✍️,1,2022-08-26T15:51:08Z
@harishsharma356,Yeh aapne oxygen ke kuch hi mass ka double kyu kiya haii,0,2022-08-26T15:21:41Z
@harishsharma356,Sir I have doubt,0,2022-08-26T15:20:45Z
@SIAO.2007,Legend watching after 4 years,1,2022-08-26T13:51:14Z
@pappudas1193,Thank you sir 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😍🙏🙏🙏🙏🙏🙏🙏🙏🙏,0,2022-08-26T06:53:04Z
@ksubscriberchallengewith-hh2rx,"Yarr ye 11th science bhi kitna hard hai.....kaha hamari jindagi mast chal rahi thi yarr.....aur ab physics ke numerical, chemistry ki theory or bio ke bade bade words ......haiii he bhagwan bacha le.....",4,2022-08-25T15:17:31Z
@Comedytadka-g8u,Kon kon 12 ke bad yaha aya he🙋🙋,5,2022-08-25T14:10:59Z
@friedricechow,Sir hats off to you teaching and helping students in a way we cant even imaganing ( mind the spelling)<br>teaching with just white board and a light but helping million of students.<br>thanks.,5,2022-08-25T13:10:25Z
@Igmadrocx,I didnt got the gay lusac law in this,0,2022-08-25T11:07:54Z
@jaymaurya1340,Nice,1,2022-08-25T09:59:37Z
@rabiyapraween7129,Thanks for teaching us,0,2022-08-25T06:09:52Z
@saadkhan8144,Sir jo ye aapne approximate value nikali h Wo to pura solve krke btate ki kaise kaise nikali hai @physicswallah,0,2022-08-25T05:18:17Z
@khaliksayyed4445,"Sir, please concept to clear hota hai but divided karne me boht problem hoti hai sir please reply fat",0,2022-08-24T17:12:09Z
@abhichalsingh6916,Sir notes ki pdf nhi open ho rhi he,0,2022-08-24T16:44:14Z
@surajmauryvanshi7130,Sir iski video  Hindi mai bhi dal dioo..,0,2022-08-24T14:14:49Z
@akankshyasethy860,Funfact :- the name is “some basic concepts of chemistry &quot; but nothing is basic here...💀🥲,2,2022-08-24T13:59:43Z
@pri.ya_119,Then and now PW 🔥🔥🔥🔥,2,2022-08-24T13:54:36Z
@chamanlata9679,47:4,1,2022-08-24T11:52:08Z
@farhanff5939,All the best for all 11 std student,0,2022-08-24T07:17:45Z
@AbhaySingh-ti2ox,Question chahiye solve karne ke liye,0,2022-08-24T07:01:54Z
@imayan7.0,❤️🔥,0,2022-08-24T06:22:08Z
@editordhananjay1212,Wow ! Sir this is the best teaching 👌👏👏,1,2022-08-24T04:24:30Z
@sgmusicexpert7389,OMG Maine toh aapse padha hi nhi tha... Mere se kitni badi mistake ho gayi... Aap kitna achha padhate ho.. please sir aap aise hi padhate rho .. hamari bahut help hogi saare consept samajhne mein 10th ki tarah 11th bhi hm befikra padhenge.... Thank you so much sir 🙏🙏🙏🙏👍👍,2,2022-08-24T03:17:45Z
@socialistashishyaduvanshi,Best classes sir,0,2022-08-24T00:23:03Z
@hammadakmal4576,Sir can we divide instead of multiply the nitrogen to make it fixed...??.🤔 in law of multiple proportion,0,2022-08-23T16:04:18Z
@patelrudra3165,Kisne socha tha ye banda ek din 8 thousand crore ke company ka malik banega🙌,5,2022-08-23T15:48:00Z
@meremehboob1734,Hai sir,0,2022-08-23T15:23:47Z
@adeebali3843,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1620"">27:00</a> Law of Reciprocal Proportion",2,2022-08-23T14:59:01Z
@baisakhikumbhakar3939,2040tk ish vedio per 1 billion views honge 😂😂,2,2022-08-23T14:50:15Z
@_fearlessgamerz_8949,Who See&#39;s the comments before watching the video😅😅... Give ur presenty here..,4,2022-08-23T14:35:36Z
@Sweety____shukla,Sir you should be given the award of best teachers in the world really☺️☺️,13,2022-08-23T12:38:31Z
@sharwan6675,Samj nahi aaya🙁🙁🙁🙁🙁,0,2022-08-23T09:22:21Z
@shibuthakur9798,Nice sir,0,2022-08-23T05:47:23Z
@ParvezKhan-wf4st,U have made all of these very well yrr mtlb bilkul sahi h 😁😀😁,0,2022-08-22T18:09:30Z
@pwsupporter7540,Good explanation my dear crush guruji,0,2022-08-22T17:19:43Z
@hrishirajborah1316,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=953"">15:53</a> ye 3:2 kese aya 1.51 se???",0,2022-08-22T15:21:23Z
@lightyagami_yt566,Is this for jee,1,2022-08-22T14:15:34Z
@knowlage8215,Maharastra bord ka syllabus sikhao sir plz❤️😭,0,2022-08-22T14:04:30Z
@yashrajsingh6145,Thankyou sir 💖💖,1,2022-08-22T12:08:20Z
@sunitayadav670,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=992"">16:32</a>",0,2022-08-22T10:47:31Z
@pawanchoudhary9620,Sir jee hindi ka batch,1,2022-08-22T05:48:53Z
@Indiandubey01,from chapter 1 2 3,2,2022-08-21T18:42:48Z
@Indiandubey01,I want notes of physics,1,2022-08-21T18:42:29Z
@Indiandubey01,heyy here karan dubey,1,2022-08-21T18:42:14Z
@joeljose3948,His handwork inspires me to study harder even though this video is 4 yrs old I still love his style of teaching. 😀😀😀😀😀😀,1,2022-08-21T10:43:56Z
@MrSergio.,Anyone from cg,0,2022-08-21T10:02:14Z
@bipintewari3793,Sir board mai clearity nahi aayi hai,1,2022-08-21T05:47:57Z
@jitendrayadav8278,Thank you sir,0,2022-08-21T01:25:37Z
@roririka9696,the irony is that the most popular video of Physics Wala channel is not even Physics lol,1,2022-08-20T17:21:51Z
@disgustingview6617,Agar kisi ke pass chemistry ki koi si book ho tho reply kare plz..,0,2022-08-20T17:17:17Z
@mayankgour2847,Thankyou so much Sir 😊,0,2022-08-20T11:45:25Z
@Iamwaqar97,To all the students who are joining other channels<br>&quot;Terra dhyan kidr ha tera hero idhr ha&quot;<br>Hats off to Alakh pandey sir <br>Salute.,2,2022-08-20T09:38:39Z
@fireeyes9200,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2823"">47:03</a> delete scene",15,2022-08-20T09:07:50Z
@mallikaacharjee5051,Thank you sir for the video 😊,1,2022-08-20T08:14:45Z
@TaniyaKhan-z1m,From Yakeen.2. 0 2022 se 4 years old Alakh sir,0,2022-08-20T03:27:50Z
@Raistar377,Who loves free fire,2,2022-08-19T15:59:59Z
@yourzyz,Kon yah video 2022 me dekh raha hein...?,3,2022-08-19T12:07:06Z
@yadav0859,We can&#39;t love  or  live with  acid  base  🤪🤪,1,2022-08-19T09:43:48Z
@NG_DESTROYER_YT_22,Hi sirji,2,2022-08-19T07:48:01Z
@Tumhassoyaar,"But sir apne Agar nitrogen ke mass ko fix kiya toh  voh compound bhi toh uske sath badlega toh voh multiple  compound kase RAHEGA?<br>Ex: N- 28,O-32 TOH VOH H2O2 HOGA<br>N-28,O-48 TOH VOH N2O3",0,2022-08-18T15:53:55Z
